stock,entry_time,avg_entry_price,last_entry_price,quantity,exit_time,exit_price,tp,sl,trades,pnl,tax,mtf_charge,leverage,mtf_rate_daily,max_mtf_days,brokerage,returns,cum_pnl,cum_max,drawdown,drawdown_pct
NSE:INDHOTEL-EQ,2020-01-07 14:40:00,141.0,141.0,723,2020-01-08 11:05:00,139.6,0.0,0.0,"[{'entry_time': Timestamp('2020-01-07 14:40:00'), 'entry_price': 141.0, 'quantity': 723}]",-1053.010000000004,40.81,0.0,1,0.00019199999999999998,100,0,-0.01032939976261248,506509.55,509180.05,-2670.5,-0.5244706661229167
NSE:ASTRAL-EQ,2020-01-07 15:20:00,642.8,642.8,159,2020-01-08 10:20:00,643.22,0.0,0.0,"[{'entry_time': Timestamp('2020-01-07 15:20:00'), 'entry_price': 642.8, 'quantity': 159}]",25.790000000011567,40.99,0.0,1,0.00019199999999999998,100,0,0.00025233549760688854,506535.33999999997,509180.05,-2644.710000000021,-0.5194056601392809
NSE:ACC-EQ,2020-01-08 09:25:00,1443.6,1443.6,71,2020-01-08 09:40:00,1455.2,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 09:25:00'), 'entry_price': 1443.6, 'quantity': 71}]",782.4400000000097,41.16,0.0,1,0.00019199999999999998,100,0,0.007633888674245624,507317.78,509180.05,-1862.2699999999604,-0.36573899546927663
NSE:BRITANNIA-EQ,2020-01-08 09:40:00,3026.0,3026.0,34,2020-01-08 12:25:00,3019.7,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 09:40:00'), 'entry_price': 3026.0, 'quantity': 34}]",-255.4400000000062,41.24,0.0,1,0.00019199999999999998,100,0,-0.002482796158780823,507062.33999999997,509180.05,-2117.710000000021,-0.4159059256151181
NSE:INFY-EQ,2020-01-08 10:20:00,722.6,722.6,141,2020-01-08 12:05:00,716.2,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 10:20:00'), 'entry_price': 722.6, 'quantity': 141}]",-943.1899999999968,40.79,0.0,1,0.00019199999999999998,100,0,-0.009257252671106865,506119.15,509180.05,-3060.899999999965,-0.6011429552277167
NSE:ATGL-EQ,2020-01-08 10:50:00,169.0,169.0,604,2020-01-08 12:10:00,168.45,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 10:50:00'), 'entry_price': 169.0, 'quantity': 604}]",-373.11000000000683,40.91,0.0,1,0.00019199999999999998,100,0,-0.0036552176809436774,505746.04,509180.05,-3434.0100000000093,-0.6744195889057337
NSE:ABCAPITAL-EQ,2020-01-08 11:05:00,100.15,100.15,1017,2020-01-08 12:30:00,100.2,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 11:05:00'), 'entry_price': 100.15, 'quantity': 1017}]",9.999999999997108,40.85,0.0,1,0.00019199999999999998,100,0,9.818114519466727e-05,505756.04,509180.05,-3424.0100000000093,-0.6724556470741556
NSE:ABB-EQ,2020-01-08 12:10:00,1288.45,1288.45,79,2020-01-08 12:55:00,1292.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 12:10:00'), 'entry_price': 1288.45, 'quantity': 79}]",239.6099999999964,40.84,0.0,1,0.00019199999999999998,100,0,0.0023540207029248313,505995.64999999997,509180.05,-3184.4000000000233,-0.625397636847717
NSE:DABUR-EQ,2020-01-08 12:25:00,452.05,452.05,225,2020-01-08 12:30:00,453.7,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 12:25:00'), 'entry_price': 452.05, 'quantity': 225}]",330.4399999999949,40.81,0.0,1,0.00019199999999999998,100,0,0.003248804827391217,506326.08999999997,509180.05,-2853.960000000021,-0.5605011429650516
NSE:BSE-EQ,2020-01-08 12:25:00,54.58,54.58,1860,2020-01-08 13:55:00,54.57,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 12:25:00'), 'entry_price': 54.58, 'quantity': 1860}]",-59.3099999999963,40.71,0.0,1,0.00019199999999999998,100,0,-0.0005842267639097024,506266.77999999997,509180.05,-2913.2700000000186,-0.5721492819681405
NSE:IOC-EQ,2020-01-08 12:55:00,81.6,81.6,1241,2020-01-08 14:35:00,81.2,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 12:55:00'), 'entry_price': 81.6, 'quantity': 1241}]",-536.9699999999895,40.57,0.0,1,0.00019199999999999998,100,0,-0.005302590415698811,505729.81,509180.05,-3450.2399999999907,-0.6776070664983812
NSE:MPHASIS-EQ,2020-01-08 13:00:00,886.15,886.15,114,2020-01-08 13:45:00,889.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 13:00:00'), 'entry_price': 886.15, 'quantity': 114}]",284.3700000000026,40.53,0.0,1,0.00019199999999999998,100,0,0.0028149564793889855,506014.18,509180.05,-3165.8699999999953,-0.6217584526337974
NSE:INDIGO-EQ,2020-01-08 13:05:00,1351.7,1351.7,75,2020-01-08 14:00:00,1357.55,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 13:05:00'), 'entry_price': 1351.7, 'quantity': 75}]",398.0699999999932,40.68,0.0,1,0.00019199999999999998,100,0,0.003926610934378863,506412.25,509180.05,-2767.7999999999884,-0.5435798201441687
NSE:ADANIENT-EQ,2020-01-08 13:10:00,196.45,196.45,515,2020-01-08 14:15:00,198.95,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 13:10:00'), 'entry_price': 196.45, 'quantity': 515}]",1246.84,40.66,0.0,1,0.00019199999999999998,100,0,0.012323993604934183,507659.08999999997,509180.05,-1520.960000000021,-0.2987076968156983
NSE:INDHOTEL-EQ,2020-01-08 13:45:00,138.0,138.0,734,2020-01-08 14:25:00,138.65,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 13:45:00'), 'entry_price': 138.0, 'quantity': 734}]",436.4500000000042,40.65,0.0,1,0.00019199999999999998,100,0,0.0043088299174663764,508095.54,509180.05,-1084.5100000000093,-0.2129914555764723
NSE:APLAPOLLO-EQ,2020-01-08 13:55:00,180.3,180.3,562,2020-01-08 14:05:00,181.08,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 13:55:00'), 'entry_price': 180.3, 'quantity': 562}]",397.7000000000006,40.66,0.0,1,0.00019199999999999998,100,0,0.003924854384645605,508493.24,509180.05,-686.8099999999977,-0.13488548893461116
NSE:SIEMENS-EQ,2020-01-08 14:00:00,1464.0,1464.0,69,2020-01-08 14:45:00,1467.4,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:00:00'), 'entry_price': 1464.0, 'quantity': 69}]",194.08000000000627,40.52,0.0,1,0.00019199999999999998,100,0,0.001921279797259902,508687.32,509180.05,-492.7299999999814,-0.09676930586734131
NSE:BRITANNIA-EQ,2020-01-08 14:05:00,3018.8,3018.8,34,2020-01-08 14:30:00,3023.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:05:00'), 'entry_price': 3018.8, 'quantity': 34}]",101.62999999999381,41.17,0.0,1,0.00019199999999999998,100,0,0.0009901674993569103,508788.95,509180.05,-391.0999999999767,-0.07680976503301272
NSE:BDL-EQ,2020-01-08 14:15:00,147.0,147.0,692,2020-01-08 14:45:00,147.82,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:15:00'), 'entry_price': 147.0, 'quantity': 692}]",526.6099999999952,40.83,0.0,1,0.00019199999999999998,100,0,0.005176851087255665,509315.56,509315.56,0.0,0.0
NSE:ACC-EQ,2020-01-08 14:25:00,1461.8,1461.8,70,2020-01-09 09:15:00,1473.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:25:00'), 'entry_price': 1461.8, 'quantity': 70}]",742.9100000000032,41.09,0.0,1,0.00019199999999999998,100,0,0.007260227117252733,510058.47,510058.47,0.0,0.0
NSE:AMBUJACEM-EQ,2020-01-08 14:30:00,200.6,200.6,508,2020-01-08 14:55:00,201.65,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:30:00'), 'entry_price': 200.6, 'quantity': 508}]",492.5000000000058,40.9,0.0,1,0.00019199999999999998,100,0,0.004832942118526367,510550.97,510550.97,0.0,0.0
NSE:ASTRAL-EQ,2020-01-08 14:35:00,645.75,645.75,158,2020-01-09 09:15:00,646.85,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:35:00'), 'entry_price': 645.75, 'quantity': 158}]",132.88000000000358,40.92,0.0,1,0.00019199999999999998,100,0,0.0013023811974105625,510683.85,510683.85,0.0,0.0
NSE:DRREDDY-EQ,2020-01-08 14:45:00,578.37,578.37,176,2020-01-08 15:10:00,579.41,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:45:00'), 'entry_price': 578.37, 'quantity': 176}]",142.2099999999936,40.83,0.0,1,0.00019199999999999998,100,0,0.0013970492308320408,510826.06,510826.06,0.0,0.0
NSE:KPITTECH-EQ,2020-01-08 14:45:00,86.1,86.1,1183,2020-01-08 15:25:00,86.6,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:45:00'), 'entry_price': 86.1, 'quantity': 1183}]",550.62,40.88,0.0,1,0.00019199999999999998,100,0,0.005405851184462817,511376.68,511376.68,0.0,0.0
NSE:BOSCHLTD-EQ,2020-01-08 14:55:00,14529.8,14529.8,7,2020-01-09 09:15:00,14663.5,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 14:55:00'), 'entry_price': 14529.8, 'quantity': 7}]",895.0500000000051,40.85,0.0,1,0.00019199999999999998,100,0,0.008800140794387153,512271.73,512271.73,0.0,0.0
NSE:BDL-EQ,2020-01-08 15:10:00,146.2,146.2,698,2020-01-09 09:15:00,148.35,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 15:10:00'), 'entry_price': 146.2, 'quantity': 698}]",1459.680000000004,41.02,0.0,1,0.00019199999999999998,100,0,0.014303913075858756,513731.41000000003,513731.41000000003,0.0,0.0
NSE:BIOCON-EQ,2020-01-08 15:25:00,289.0,289.0,353,2020-01-09 09:15:00,286.8,0.0,0.0,"[{'entry_time': Timestamp('2020-01-08 15:25:00'), 'entry_price': 289.0, 'quantity': 353}]",-817.4599999999961,40.86,0.0,1,0.00019199999999999998,100,0,-0.008012978229118638,512913.95,513731.41000000003,-817.460000000021,-0.15912205952134031
NSE:TCS-EQ,2020-01-09 09:25:00,2241.7,2241.7,46,2020-01-09 11:25:00,2224.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 09:25:00'), 'entry_price': 2241.7, 'quantity': 46}]",-855.4899999999916,41.29,0.0,1,0.00019199999999999998,100,0,-0.008296207652965158,512058.46,513731.41000000003,-1672.9500000000116,-0.32564681999880274
NSE:SUZLON-EQ,2020-01-09 09:25:00,2.49,2.49,41198,2020-01-09 10:50:00,2.49,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 09:25:00'), 'entry_price': 2.49, 'quantity': 41198}]",-41.13,41.13,0.0,1,0.00019199999999999998,100,0,-0.0004009435479672952,512017.33,513731.41000000003,-1714.0800000000163,-0.33365294911596244
NSE:MFSL-EQ,2020-01-09 09:45:00,548.1,548.1,187,2020-01-09 12:15:00,497.3,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 09:45:00'), 'entry_price': 548.1, 'quantity': 187}]",-9540.050000000003,40.45,0.0,1,0.00019199999999999998,100,0,-0.09307847137461744,502477.28,513731.41000000003,-11254.130000000005,-2.190664183838789
NSE:TECHM-EQ,2020-01-09 09:55:00,765.3,765.3,134,2020-01-09 10:55:00,768.8,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 09:55:00'), 'entry_price': 765.3, 'quantity': 134}]",427.85,41.15,0.0,1,0.00019199999999999998,100,0,0.004172103028565522,502905.13,513731.41000000003,-10826.280000000028,-2.1073813649042847
NSE:BRITANNIA-EQ,2020-01-09 10:15:00,3016.45,3016.45,34,2020-01-09 10:45:00,3024.55,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 10:15:00'), 'entry_price': 3016.45, 'quantity': 34}]",234.26000000001238,41.14,0.0,1,0.00019199999999999998,100,0,0.0022841419549471612,503139.39,513731.41000000003,-10592.020000000019,-2.0617816613549125
NSE:PHOENIXLTD-EQ,2020-01-09 10:45:00,428.0,428.0,240,2020-01-09 11:35:00,429.28,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 10:45:00'), 'entry_price': 428.0, 'quantity': 240}]",265.9899999999935,41.21,0.0,1,0.00019199999999999998,100,0,0.0025894665109033634,503405.38,513731.41000000003,-10326.030000000028,-2.0100055785960267
NSE:APOLLOHOSP-EQ,2020-01-09 11:00:00,1480.55,1480.55,69,2020-01-09 11:30:00,1483.6,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:00:00'), 'entry_price': 1480.55, 'quantity': 69}]",169.46999999999687,40.98,0.0,1,0.00019199999999999998,100,0,0.001658901730114953,503574.85000000003,513731.41000000003,-10156.559999999998,-1.977017523612192
NSE:BANDHANBNK-EQ,2020-01-09 11:00:00,487.9,487.9,211,2020-01-09 12:30:00,487.5,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:00:00'), 'entry_price': 487.9, 'quantity': 211}]",-125.6799999999952,41.28,0.0,1,0.00019199999999999998,100,0,-0.0012208235507819587,503449.17000000004,513731.41000000003,-10282.23999999999,-2.0014816691858472
NSE:BRITANNIA-EQ,2020-01-09 11:25:00,3009.9,3009.9,34,2020-01-09 12:20:00,3014.5,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:25:00'), 'entry_price': 3009.9, 'quantity': 34}]",115.34999999999691,41.05,0.0,1,0.00019199999999999998,100,0,0.0011271627159784173,503564.52,513731.41000000003,-10166.890000000014,-1.9790283019681456
NSE:ACC-EQ,2020-01-09 11:30:00,1480.1,1480.1,69,2020-01-09 11:45:00,1482.9,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:30:00'), 'entry_price': 1480.1, 'quantity': 69}]",152.23000000001255,40.97,0.0,1,0.00019199999999999998,100,0,0.0014905965029782806,503716.75000000006,513731.41000000003,-10014.659999999974,-1.949396086176622
NSE:CIPLA-EQ,2020-01-09 11:35:00,469.6,469.6,219,2020-01-09 11:55:00,470.85,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:35:00'), 'entry_price': 469.6, 'quantity': 219}]",232.49,41.26,0.0,1,0.00019199999999999998,100,0,0.002260643470008479,503949.24000000005,513731.41000000003,-9782.169999999984,-1.904140920641777
NSE:BIOCON-EQ,2020-01-09 11:45:00,284.25,284.25,361,2020-01-09 12:55:00,283.85,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:45:00'), 'entry_price': 284.25, 'quantity': 361}]",-185.53999999999178,41.14,0.0,1,0.00019199999999999998,100,0,-0.0018081309369799203,503763.70000000007,513731.41000000003,-9967.709999999963,-1.940257069350687
NSE:APOLLOTYRE-EQ,2020-01-09 11:55:00,164.95,164.95,623,2020-01-09 12:35:00,165.35,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 11:55:00'), 'entry_price': 164.95, 'quantity': 623}]",207.98000000000354,41.22,0.0,1,0.00019199999999999998,100,0,0.00202386345003621,503971.68000000005,513731.41000000003,-9759.729999999981,-1.8997728793728967
NSE:ASTRAL-EQ,2020-01-09 12:20:00,637.88,637.88,158,2020-01-09 13:30:00,638.35,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 12:20:00'), 'entry_price': 637.88, 'quantity': 158}]",33.84000000000431,40.42,0.0,1,0.00019199999999999998,100,0,0.000335764117373018,504005.5200000001,513731.41000000003,-9725.889999999956,-1.8931857797053826
NSE:OIL-EQ,2020-01-09 12:30:00,103.47,103.47,974,2020-01-09 13:05:00,103.87,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 12:30:00'), 'entry_price': 103.47, 'quantity': 974}]",349.16000000000554,40.44,0.0,1,0.00019199999999999998,100,0,0.0034645838679148292,504354.68000000005,513731.41000000003,-9376.729999999981,-1.8252203033487833
NSE:KOTAKBANK-EQ,2020-01-09 12:35:00,1660.2,1660.2,61,2020-01-09 13:10:00,1664.4,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 12:35:00'), 'entry_price': 1660.2, 'quantity': 61}]",215.57000000000278,40.63,0.0,1,0.00019199999999999998,100,0,0.002128619700174409,504570.25000000006,513731.41000000003,-9161.159999999974,-1.78325868764769
NSE:NMDC-EQ,2020-01-09 12:35:00,40.27,40.27,2504,2020-01-09 14:15:00,40.12,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 12:35:00'), 'entry_price': 40.27, 'quantity': 2504}]",-416.0100000000142,40.41,0.0,1,0.00019199999999999998,100,0,-0.004125606628103891,504154.24000000005,513731.41000000003,-9577.169999999984,-1.8642368003155545
NSE:ADANIENSOL-EQ,2020-01-09 12:55:00,336.0,336.0,300,2020-01-09 13:10:00,336.5,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 12:55:00'), 'entry_price': 336.0, 'quantity': 300}]",109.57,40.43,0.0,1,0.00019199999999999998,100,0,0.0010870039682539681,504263.81000000006,513731.41000000003,-9467.599999999977,-1.8429085346368008
NSE:BAJAJ-AUTO-EQ,2020-01-09 13:05:00,3085.0,3085.0,33,2020-01-09 14:50:00,3085.9,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 13:05:00'), 'entry_price': 3085.0, 'quantity': 33}]",-11.129999999996997,40.83,0.0,1,0.00019199999999999998,100,0,-0.00010932665389712682,504252.68000000005,513731.41000000003,-9478.729999999981,-1.8450750363891475
NSE:DIXON-EQ,2020-01-09 13:10:00,830.6,830.6,122,2020-01-09 13:35:00,835.28,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 13:10:00'), 'entry_price': 830.6, 'quantity': 122}]",530.2899999999939,40.67,0.0,1,0.00019199999999999998,100,0,0.00523313188569979,504782.97000000003,513731.41000000003,-8948.440000000002,-1.741851836546261
NSE:DIVISLAB-EQ,2020-01-09 13:10:00,1843.4,1843.4,55,2020-01-09 14:25:00,1838.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 13:10:00'), 'entry_price': 1843.4, 'quantity': 55}]",-337.640000000005,40.64,0.0,1,0.00019199999999999998,100,0,-0.0033302099874737883,504445.33,513731.41000000003,-9286.080000000016,-1.8075748959947797
NSE:APOLLOTYRE-EQ,2020-01-09 13:30:00,164.2,164.2,615,2020-01-09 14:25:00,164.35,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 13:30:00'), 'entry_price': 164.2, 'quantity': 615}]",51.750000000003496,40.5,0.0,1,0.00019199999999999998,100,0,0.0005124624936870909,504497.08,513731.41000000003,-9234.330000000016,-1.7975015387904771
NSE:INFY-EQ,2020-01-09 13:35:00,726.0,726.0,139,2020-01-09 15:00:00,727.45,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 13:35:00'), 'entry_price': 726.0, 'quantity': 139}]",161.07000000000633,40.48,0.0,1,0.00019199999999999998,100,0,0.001596111540519713,504658.15,513731.41000000003,-9073.26000000001,-1.7661485794687946
NSE:ATGL-EQ,2020-01-09 14:15:00,169.25,169.25,597,2020-01-09 14:30:00,170.4,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 14:15:00'), 'entry_price': 169.25, 'quantity': 597}]",645.9900000000034,40.56,0.0,1,0.00019199999999999998,100,0,0.006393266183205574,505304.1400000001,513731.41000000003,-8427.26999999996,-1.6404038834222652
NSE:BAJAJHLDNG-EQ,2020-01-09 14:25:00,3413.35,3413.35,30,2020-01-09 15:00:00,3420.0,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 14:25:00'), 'entry_price': 3413.35, 'quantity': 30}]",158.42000000000274,41.08,0.0,1,0.00019199999999999998,100,0,0.0015470627584826513,505462.56000000006,513731.41000000003,-8268.849999999977,-1.6095667578511454
NSE:DABUR-EQ,2020-01-09 14:30:00,460.0,460.0,220,2020-01-09 14:55:00,460.45,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 14:30:00'), 'entry_price': 460.0, 'quantity': 220}]",58.409999999997495,40.59,0.0,1,0.00019199999999999998,100,0,0.0005771739130434535,505520.97000000003,513731.41000000003,-8210.440000000002,-1.5981970033718595
NSE:HDFCBANK-EQ,2020-01-09 14:50:00,634.75,634.75,159,2020-01-09 15:00:00,636.25,0.0,0.0,"[{'entry_time': Timestamp('2020-01-09 14:50:00'), 'entry_price': 634.75, 'quantity': 159}]",198.01,40.49,0.0,1,0.00019199999999999998,100,0,0.0019619470845997408,505718.98000000004,513731.41000000003,-8012.429999999993,-1.5596535162216367
